,brand,efficancy_long,efficancy_short,lavant,presentation,product,quality,rincable,smell,texture,chemical,chemical_name
3948,neutrogena,,,,3.8,Pain Facial Cleanser Original Formula Not Scented,4.0,,4.3,4.5,13463-67-7,Titanium dioxide
4653,neutrogena,3.2,3.4,,3.7,Desincrustante Lotion - Visibly Clear,3.2,,2.6,4.0,13463-67-7,Titanium dioxide
4919,neutrogena,,,,3.8,Gradual Tanning Face SPF 15,4.3,,4.3,4.0,13463-67-7,Titanium dioxide
5361,neutrogena,,,,4.1,Invigorating Exfoliating Gel - Deep Clean,4.0,,4.0,4.3,13463-67-7,Titanium dioxide
5418,neutrogena,3.1,3.6,,3.8,Deep Cleansing Gel - Deep Clean,3.2,,3.4,3.9,13463-67-7,Titanium dioxide
6426,neutrogena,3.4,3.3,,3.9,Daily Moisturizer SPF 15 - Advanced Solutions,3.1,,3.3,4.0,13463-67-7,Titanium dioxide
6480,neutrogena,,,,4.0,After-sun treatment,,,5.0,5.0,13463-67-7,Titanium dioxide
6655,neutrogena,3.0,3.9,,4.0,Lip balm Protection 6 Hours - Formula Norvegienne,3.1,,3.1,3.3,13463-67-7,Titanium dioxide
6725,neutrogena,4.4,4.6,,3.7,Relaxing Nourishing Body Balm - Formula Norvegienne,4.3,,4.6,4.6,13463-67-7,Titanium dioxide
6853,neutrogena,,,,4.1,Daily Cleansing Pads - Pure Glow,3.5,,4.0,4.3,13463-67-7,Titanium dioxide
7478,neutrogena,3.9,4.5,,3.6,Body oil,3.6,,4.2,4.5,13463-67-7,Titanium dioxide
7553,neutrogena,,,,3.1,Cleansing Milk Visibly Refined,3.7,,3.1,3.9,13463-67-7,Titanium dioxide
7573,neutrogena,,,,4.0,Toning Lotion - Visibly Refined,4.3,,4.1,4.6,13463-67-7,Titanium dioxide
7580,neutrogena,,,,4.1,Hands Texture Creme Legere - Formula Norvegienne,3.5,,3.7,4.4,13463-67-7,Titanium dioxide
7797,neutrogena,,,,3.5,Hand and Nail Cream - Formula Norvegienne,3.6,,4.1,4.4,13463-67-7,Titanium dioxide
8017,neutrogena,,,,3.9,Moisturizer Hale summer - Pure Glow,3.2,,3.3,4.0,13463-67-7,Titanium dioxide
8019,neutrogena,,,,3.6,Creme Cleanser - Deep Clean,3.7,,3.6,3.8,13463-67-7,Titanium dioxide
8020,neutrogena,,,,3.9,Cleanser - Deep Clean,3.8,,3.8,3.8,13463-67-7,Titanium dioxide
8025,neutrogena,3.3,3.9,,3.8,Cleaning pads scrubs - Visibly Clear,3.2,,3.8,4.1,13463-67-7,Titanium dioxide
8217,neutrogena,,,4.7,4.1,Shower Gel 24 Hydration Skin Very Dry Skin,4.3,4.5,4.5,4.7,13463-67-7,Titanium dioxide
8218,neutrogena,,,4.4,4.1,Shower Gel 24 Hydration Relaxing,3.6,4.1,3.4,4.4,13463-67-7,Titanium dioxide
8247,neutrogena,2.9,3.2,,3.8,Creme Cleanser Blackhead Desincrustante - Visibly Clear,3.1,,3.2,3.8,13463-67-7,Titanium dioxide
8755,neutrogena,4.4,4.6,,3.9,Lip balm Immediate Repair - Formula Norvegienne,4.1,,4.3,4.3,13463-67-7,Titanium dioxide
9070,neutrogena,2.9,3.7,,3.5,Nourishing Balm Lip Gloss - Formula Norvegienne,2.9,,3.8,3.3,13463-67-7,Titanium dioxide
9718,neutrogena,3.4,3.8,,3.9,2-in-1 Invigorating - Deep Clean,3.5,,3.7,3.9,13463-67-7,Titanium dioxide
10064,neutrogena,,,,4.1,Exfoliating Cream Warmer - PureGlow,3.7,,4.1,4.2,13463-67-7,Titanium dioxide
10065,neutrogena,2.8,3.3,,3.5,Melt cream Eclat Immediat - PureGlow,3.0,,3.4,4.0,13463-67-7,Titanium dioxide
10141,neutrogena,4.2,4.4,4.4,3.7,Shampoo T / Gel Fort,3.6,4.3,3.1,4.1,13463-67-7,Titanium dioxide
10899,neutrogena,,,,4.0,Nourishing Body Lotion Eclat Hale - Formula Norvegienne,3.1,,2.6,4.0,13463-67-7,Titanium dioxide
11066,neutrogena,4.2,4.3,,4.2,Lip Care IP20,3.9,,4.0,4.3,13463-67-7,Titanium dioxide
12346,neutrogena,4.0,4.3,,4.0,Lip Stick - Formula Norvegienne,3.9,,3.9,4.3,13463-67-7,Titanium dioxide
12498,neutrogena,,,,4.2,Microdermabrasion System - Pure Glow,4.2,,4.2,4.4,13463-67-7,Titanium dioxide
12932,neutrogena,2.1,2.8,,3.4,Illuminating Eye Reviver - Pure Glow,2.3,,3.3,3.3,13463-67-7,Titanium dioxide
13183,neutrogena,3.6,3.6,,3.3,Wipes Buttons - Visibly Clear,3.1,,2.9,3.1,13463-67-7,Titanium dioxide
13184,neutrogena,,,,3.7,Cleansing Gel - Visibly Refined,3.9,,3.4,4.1,13463-67-7,Titanium dioxide
2855,stendhal,3.0,3.0,,4.0,Creme Anti-Redness,2.0,,3.5,3.0,13463-67-7,Titanium dioxide
5747,stendhal,2.0,2.5,,4.5,Wonderful recipe - self-rejuvenating Cure,2.0,,3.5,5.0,13463-67-7,Titanium dioxide
9344,stendhal,2.0,1.7,,2.7,Rejuvenating Self-Care,1.3,,1.3,2.7,13463-67-7,Titanium dioxide
464,john frieda,,,,4.1,Funky Chunky Film Texturant Gel - Sheer Blonde,4.0,,4.4,4.5,13463-67-7,Titanium dioxide
729,john frieda,,,,3.9,Gloss Instantane,2.3,,3.1,3.4,13463-67-7,Titanium dioxide
857,john frieda,,,,2.7,Foam Double Action Blonde Ambition - Sheer Blonde,1.3,,2.3,2.0,13463-67-7,Titanium dioxide
1625,john frieda,,,,4.3,Brushing Thickening Lotion - Volume,3.5,,3.9,4.0,13463-67-7,Titanium dioxide
1632,john frieda,,,,4.3,Thickening Styling Mousse - Volume,3.6,,4.2,4.3,13463-67-7,Titanium dioxide
1824,john frieda,,,,3.8,Potion Smoothing Step 4 - Frizz Ease,1.8,,2.2,2.8,13463-67-7,Titanium dioxide
2995,john frieda,3.5,3.9,,3.7,Serum - Frizz-Ease,3.0,,3.2,3.6,13463-67-7,Titanium dioxide
3118,john frieda,3.0,3.5,,4.0,Lemon Light - Beach Blonde,2.9,,3.4,2.2,13463-67-7,Titanium dioxide
4109,john frieda,3.3,3.8,,3.7,Miracle Mask Step 2 - Frizz Ease,3.0,,3.4,3.9,13463-67-7,Titanium dioxide
5881,john frieda,2.1,2.3,,3.8,Luminous Color Glaze,2.0,,2.7,2.7,13463-67-7,Titanium dioxide
6171,john frieda,2.6,3.5,,4.2,Simply Sleek Smoothing Balm - Glossy brunette,2.4,,4.1,3.8,13463-67-7,Titanium dioxide
6971,john frieda,2.7,3.3,,3.9,Secret Agent Creme Day Smoothing Step 5 - Frizz Ease,2.6,,3.1,3.5,13463-67-7,Titanium dioxide
7943,john frieda,,,,4.2,Loops Reves - Frizz Ease,3.0,,3.6,3.7,13463-67-7,Titanium dioxide
8689,john frieda,3.4,3.9,4.1,4.2,Volume Shampoo Booster Activator Reflets - Brilliant Brunette,3.2,4.1,4.3,4.4,13463-67-7,Titanium dioxide
8698,john frieda,3.8,4.2,,4.3,After shampoo reflector of light - Brilliant Brunette,3.4,,4.5,4.4,13463-67-7,Titanium dioxide
9162,john frieda,,,,4.2,Satin Waves - Brilliant Brunette,2.3,,4.0,3.1,13463-67-7,Titanium dioxide
11976,john frieda,3.7,4.1,,4.3,After-care shampoo Active Nutrition - Brilliant Brunette,3.4,,4.2,4.5,13463-67-7,Titanium dioxide
12327,john frieda,2.9,3.2,3.2,3.4,Activating Shampoo Couture Earrings Style - Frizz-Ease,2.4,3.2,3.4,3.7,13463-67-7,Titanium dioxide
12961,john frieda,3.9,4.3,,3.2,Life Preserver - Beach Blonde,3.9,,4.5,4.1,13463-67-7,Titanium dioxide
9,kanebo,4.0,4.0,,5.0,Lifting Creme - Sensai CP,4.0,,4.0,5.0,13463-67-7,Titanium dioxide
290,kanebo,,,,,Cleansing towel - Sensai Silky Purifying,4.4,,,,13463-67-7,Titanium dioxide
2162,kanebo,,,,4.8,Instant Foam,3.4,,4.8,4.8,13463-67-7,Titanium dioxide
2258,kanebo,4.6,4.8,,4.1,Emulsion I - Sensai CP,3.3,,4.9,4.6,13463-67-7,Titanium dioxide
2269,kanebo,4.7,4.5,,3.9,Emulsion II - Sensai CP,3.8,,4.2,4.6,13463-67-7,Titanium dioxide
4726,kanebo,,,,4.6,Cleansing Oil,3.8,,4.5,4.6,13463-67-7,Titanium dioxide
6185,kanebo,,,,4.4,Foundation Powder Compact,3.3,,,4.3,13463-67-7,Titanium dioxide
6339,kanebo,,,,4.0,Exclusive Bio Powder Sun,4.0,,,5.0,13463-67-7,Titanium dioxide
6798,kanebo,3.8,3.3,,4.8,La Creme - Sensai Premier,2.3,,4.5,4.3,13463-67-7,Titanium dioxide
8270,kanebo,,,,4.0,Sensai Cellular Performance Total Finish,3.4,,,4.9,13463-67-7,Titanium dioxide
10223,kanebo,3.8,3.6,,4.3,Clarifying Essence - Silky Purifying,3.6,,4.3,4.1,13463-67-7,Titanium dioxide
10224,kanebo,,,,4.8,Foaming milk - Sensai Silky Purifying,3.9,,4.3,4.8,13463-67-7,Titanium dioxide
10616,kanebo,4.4,4.5,,4.6,Moisturizing Emulsion - Sensai Silk,3.3,,4.3,4.5,13463-67-7,Titanium dioxide
10773,kanebo,,,,4.5,Cleansing Cream - Silky Purifying,4.0,,4.5,4.6,13463-67-7,Titanium dioxide
10774,kanebo,,,,4.1,Mud Soap - Silky Purifying,3.7,,4.0,4.5,13463-67-7,Titanium dioxide
10776,kanebo,,,,4.4,Foaming Cream - Silky Purifying,3.7,,4.4,4.7,13463-67-7,Titanium dioxide
11312,kanebo,,,,5.0,Lotion - Sensai Premier,2.5,,4.5,5.0,13463-67-7,Titanium dioxide
11393,kanebo,,,,4.0,Intensive Care for Hands - Sensai CP,1.0,,3.0,3.0,13463-67-7,Titanium dioxide
11394,kanebo,,,,,Gloves,4.0,,,,13463-67-7,Titanium dioxide
11521,kanebo,,,,3.7,Self Tanning - Silky Bronze,2.3,,1.7,3.0,13463-67-7,Titanium dioxide
11522,kanebo,,,,4.0,Sun Protective Emulsion for Body SPF 20 - Silky Bronze,4.5,,5.0,5.0,13463-67-7,Titanium dioxide
12844,kanebo,,,,5.0,Gloss Mode,5.0,,,3.0,13463-67-7,Titanium dioxide
2817,biosilk,3.0,3.0,,4.0,Revitalizing treatment,1.0,,4.0,4.0,0,Trade Secret
9209,biosilk,3.4,4.0,,3.9,Silky Conditioner Cure - Silk Therapy,3.2,,4.1,4.1,0,Trade Secret
7620,chantecaille,,,,5.0,Red Transparent,4.3,,,5.0,13463-67-7,Titanium dioxide
810,revlon,,,,4.1,Skinlights,4.3,,,4.4,13463-67-7,Titanium dioxide
811,revlon,,,,,Fabulash Mascara,3.6,,,,13463-67-7,Titanium dioxide
812,revlon,,,,3.9,Shadow Paupieres 12 Hours - ColorStay,3.6,,,4.3,13463-67-7,Titanium dioxide
825,revlon,,,,4.7,Exception complexion,3.3,,,4.2,13463-67-7,Titanium dioxide
1355,revlon,,,,4.7,Nail polish,4.5,,,4.7,13463-67-7,Titanium dioxide
2425,revlon,3.3,4.0,4.3,4.0,Flex Shampoo for Dry Hair and Abimes,3.8,4.8,4.3,4.5,13463-67-7,Titanium dioxide
3225,revlon,,,,5.0,"Revlon creations ""sun feeling"" land of seduction",2.0,,,5.0,13463-67-7,Titanium dioxide
3460,revlon,,,,4.0,Natural Make-Up - Colorstay,4.3,,,4.6,13463-67-7,Titanium dioxide
3515,revlon,,,,,Nail Kit Short,3.0,,,,13463-67-7,Titanium dioxide
3597,revlon,,,,4.6,Powder Pressee - New Build,4.2,,,4.8,13463-67-7,Titanium dioxide
3734,revlon,,,,4.1,Shadow Paupieres 12 Hours Quartet - ColorStay,4.0,,,4.3,13463-67-7,Titanium dioxide
3735,revlon,,,,4.4,Lipstick - Super Lustrous,4.2,,,4.4,13463-67-7,Titanium dioxide
3736,revlon,,,,2.8,Base Foundation in Botafirm - Age Defying,3.3,,,3.9,13463-67-7,Titanium dioxide
3857,revlon,3.9,4.1,4.1,3.5,Creme of Nature Detangling Conditioning,4.0,3.6,3.6,3.9,13463-67-7,Titanium dioxide
3950,revlon,,,,4.5,Concealer - Colorstay,4.3,,,4.8,13463-67-7,Titanium dioxide
4313,revlon,,,,3.4,Loose Powder - New Build,4.4,,,4.2,13463-67-7,Titanium dioxide
5760,revlon,,,,4.0,Intentissime,4.1,,,4.6,13463-67-7,Titanium dioxide
7040,revlon,,,,4.0,Correct Stick Foundation Zero Default,4.0,,,2.0,13463-67-7,Titanium dioxide
7496,revlon,,,,4.6,Cheeks blushes a New Build,3.6,,,4.3,13463-67-7,Titanium dioxide
7857,revlon,,,,4.3,Top Speed ​​Fixer,4.3,,,4.6,13463-67-7,Titanium dioxide
8155,revlon,,,,3.0,Colorstay SoftFlex,4.1,,,4.2,13463-67-7,Titanium dioxide
8156,revlon,,,,4.0,Colorstay SoftFlex Concealer,3.1,,,4.2,13463-67-7,Titanium dioxide
8583,revlon,,,,4.1,One-Step Compact Make-Up - New Build,2.9,,,4.0,13463-67-7,Titanium dioxide
9973,revlon,,,,,Fabulash Waterproof Mascara,2.6,,,,13463-67-7,Titanium dioxide
10649,revlon,,,,3.1,Colorstay SoftFlex for Oily Skin,4.0,,,4.0,13463-67-7,Titanium dioxide
10810,revlon,,,,3.5,SoftFlex Colorstay Pressed Powder,4.1,,,4.5,13463-67-7,Titanium dioxide
11858,revlon,,,,4.7,Cuticle Remover - Nail Builder,4.3,,,4.7,13463-67-7,Titanium dioxide
12158,revlon,,,,4.0,Active Light Makeup SPF 25 - Colorstay,2.3,,,3.0,13463-67-7,Titanium dioxide
12354,revlon,3.0,3.0,3.0,3.0,Anti Dandruff Shampoo Dry Hair - ZP 11,3.0,3.0,3.0,3.0,13463-67-7,Titanium dioxide
12703,revlon,,,,4.3,Illuminance Creme Shadow has Paupieres,4.1,,,4.5,13463-67-7,Titanium dioxide
12722,revlon,,,,3.5,Cuticle Cream - Nail Care,3.5,,,3.0,13463-67-7,Titanium dioxide
12723,revlon,,,,4.8,Solvent Ultra Fast - Nail Care,4.5,,,4.8,13463-67-7,Titanium dioxide
12725,revlon,,,,4.0,Solvent Ultra Hydrating,1.0,,,3.0,13463-67-7,Titanium dioxide
12727,revlon,,,,4.2,Nail polish,3.9,,,4.3,13463-67-7,Titanium dioxide
2645,burt's bees,3.9,4.3,,4.4,Beeswax Lip Balm,4.3,,4.2,4.0,13463-67-7,Titanium dioxide
2647,burt's bees,4.5,4.7,,4.3,Lip Shimmer,4.6,,4.6,4.7,13463-67-7,Titanium dioxide
2649,burt's bees,,,,5.0,Dusting Powder - Baby Bee,5.0,,5.0,5.0,13463-67-7,Titanium dioxide
2650,burt's bees,5.0,5.0,,4.5,Overnight Creme,4.8,,4.3,4.8,13463-67-7,Titanium dioxide
2692,burt's bees,,,,4.8,Orange Essence Facial Cleanser Orange Essence Facial Cleanser,4.0,,4.6,4.2,13463-67-7,Titanium dioxide
2693,burt's bees,,,,4.5,Citrus Facial Scrub,4.5,,4.7,4.4,13463-67-7,Titanium dioxide
2770,burt's bees,4.9,4.7,,4.7,Head To Toe Starter Kit,4.6,,4.9,4.9,13463-67-7,Titanium dioxide
2788,burt's bees,3.8,4.2,,4.2,Marshmallow Vanishing Creme,4.2,,3.2,2.8,13463-67-7,Titanium dioxide
2968,burt's bees,3.5,3.7,,4.3,Coconut Foot Creme,3.1,,3.7,2.7,13463-67-7,Titanium dioxide
2969,burt's bees,5.0,5.0,,5.0,Lifeguard's Choice Lip Balm,4.0,,4.0,5.0,13463-67-7,Titanium dioxide
2970,burt's bees,,,,4.0,Shea Butter Hand Repair Creme,2.7,,2.0,4.0,13463-67-7,Titanium dioxide
3343,burt's bees,4.0,4.1,,4.6,Carrot Nutritive Day Creme,4.4,,4.0,4.1,13463-67-7,Titanium dioxide
3344,burt's bees,5.0,5.0,,4.7,Carrot Night Creme,5.0,,5.0,4.7,13463-67-7,Titanium dioxide
3345,burt's bees,,,,4.0,Wild Lettuce Toner,5.0,,5.0,4.0,13463-67-7,Titanium dioxide
4302,burt's bees,4.5,4.6,,3.6,Repair Serum,4.8,,4.9,4.9,13463-67-7,Titanium dioxide
7168,burt's bees,,,,4.8,Lemon Poppy Seed,4.4,,4.8,3.4,13463-67-7,Titanium dioxide
9654,burt's bees,4.3,4.4,,3.9,Radiance Day Creme,4.3,,4.0,4.4,13463-67-7,Titanium dioxide
9656,burt's bees,3.7,4.0,,3.9,Radiance Night Creme,3.9,,3.9,4.3,13463-67-7,Titanium dioxide
9657,burt's bees,,,,5.0,Garden Carrot Complexion Soap,5.0,,5.0,5.0,13463-67-7,Titanium dioxide
9659,burt's bees,4.1,4.5,,4.2,Honey Lip Balm,4.5,,3.7,4.4,13463-67-7,Titanium dioxide
9831,burt's bees,4.3,4.6,4.6,4.7,Super Shiny Shampoo,4.4,4.6,4.4,4.3,13463-67-7,Titanium dioxide
10971,burt's bees,3.8,4.0,,4.0,Super Shiny Conditioner,4.3,,3.5,4.0,13463-67-7,Titanium dioxide
10972,burt's bees,3.9,4.1,,3.6,Avocado Butter Hair Treatment Pre-Shampoo,3.9,,3.1,2.6,13463-67-7,Titanium dioxide
12033,burt's bees,4.4,4.8,,4.7,Replenishing Lip Balm,4.6,,4.2,4.7,13463-67-7,Titanium dioxide
4140,boots,,,,5.0,Mediterranean Pistachio Almond Milk Cleansing Balm,5.0,,5.0,5.0,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
4141,boots,4.2,4.5,,3.5,Mediterranean Pistachio Almond Milk Body Butter,4.5,,4.2,4.2,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
4142,boots,,,,4.0,Mediterranean Olive Almond Pistachio Creamy Body Scrub,4.5,,2.5,4.5,79-81-2,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents."
3219,pop beauty,,,,5.0,Pop Up Blush,5.0,,,4.0,13463-67-7,Titanium dioxide
1878,l'oreal professionnel,,,,4.5,Digit Gloss - Gloss Tecni.art,4.2,,4.4,4.3,13463-67-7,Titanium dioxide
2035,l'oreal professionnel,3.6,4.2,4.2,4.4,Shampoo Shine Enhancer Earrings - Shine Curl,3.2,4.4,4.2,4.4,13463-67-7,Titanium dioxide
2036,l'oreal professionnel,3.8,3.9,,3.9,Nutri-Replenishing Mask Buckles - Shine Curl,3.1,,4.4,4.4,13463-67-7,Titanium dioxide
2038,l'oreal professionnel,,,,4.1,Spray Treatment Essence Definition Loops - Shine Curl,3.2,,4.1,3.9,13463-67-7,Titanium dioxide
2205,l'oreal professionnel,,,,4.2,Gloss control - Tecni.art Gloss,3.4,,3.6,4.0,13463-67-7,Titanium dioxide
2233,l'oreal professionnel,4.4,4.7,,4.6,Milk protector - Vitamino Color,4.3,,4.4,4.6,13463-67-7,Titanium dioxide
2335,l'oreal professionnel,3.6,4.1,,4.4,Based Active Tips badly damaged - Absolut Repair,3.4,,4.4,4.3,13463-67-7,Titanium dioxide
3514,l'oreal professionnel,4.1,4.5,,4.1,High Nutrition Mask for Dry Hair - Intense Repair,3.7,,4.3,4.5,13463-67-7,Titanium dioxide
4065,l'oreal professionnel,,,,,Majirel,4.1,,,,13463-67-7,Titanium dioxide
4504,l'oreal professionnel,3.4,3.6,3.7,3.8,Anti Dandruff Shampoo - Norma Control,2.8,3.8,3.5,4.0,13463-67-7,Titanium dioxide
4918,l'oreal professionnel,,,,4.3,Supreme Smooth - Tecni.art HairMix,3.6,,4.2,4.2,13463-67-7,Titanium dioxide
5325,l'oreal professionnel,,,,4.3,Prosensitive,3.3,,4.3,3.3,13463-67-7,Titanium dioxide
5581,l'oreal professionnel,,,,,Luocolor,4.2,,,,13463-67-7,Titanium dioxide
5659,l'oreal professionnel,,,,,Wealth Diacolor,3.9,,,,13463-67-7,Titanium dioxide
5901,l'oreal professionnel,4.5,4.7,,4.4,Repairing After Sun Mask - Solar,4.4,,4.7,4.8,13463-67-7,Titanium dioxide
6458,l'oreal professionnel,,,,4.7,Define Wax - Tecni.art Color Show,4.0,,4.3,4.7,13463-67-7,Titanium dioxide
6649,l'oreal professionnel,,,,4.2,Spiral Splendour - Tecni.art HairMix,3.5,,4.2,4.3,13463-67-7,Titanium dioxide
6650,l'oreal professionnel,,,,4.6,Sublime Shine - Tecni.art HairMix,4.0,,4.4,4.3,13463-67-7,Titanium dioxide
6674,l'oreal professionnel,3.5,4.0,,4.1,Hydra Repair - Intense Repair,3.2,,4.0,4.3,13463-67-7,Titanium dioxide
6762,l'oreal professionnel,,,,4.3,A-Head Glue - Tecni-art A Head,3.9,,4.6,4.7,13463-67-7,Titanium dioxide
6800,l'oreal professionnel,3.6,3.9,4.0,4.4,Radiance Shampoo Hair Meches - Lumino Contrast,3.4,3.8,4.5,4.3,13463-67-7,Titanium dioxide
6801,l'oreal professionnel,4.3,4.6,,4.3,Radiance Hair Mask Meches - Lumino Contrast,3.7,,4.6,4.6,13463-67-7,Titanium dioxide
6802,l'oreal professionnel,3.5,4.1,,4.5,Hair Gloss Serum disciplining Meches - Lumino Contrast,3.2,,4.6,4.1,13463-67-7,Titanium dioxide
6805,l'oreal professionnel,2.3,3.7,,4.0,Melt Shine Gelee d'Ete - Solar,3.0,,4.3,3.3,13463-67-7,Titanium dioxide
6846,l'oreal professionnel,3.0,3.4,2.6,3.8,Reflections Hair Shampoo Colores - Gloss Color,2.8,3.2,3.1,3.5,13463-67-7,Titanium dioxide
6855,l'oreal professionnel,3.6,4.0,4.1,4.4,Power Care Shampoo Color - Color Vitamino,3.6,3.8,4.4,4.4,13463-67-7,Titanium dioxide
6865,l'oreal professionnel,4.3,4.5,4.6,4.6,Shampoo Hair Colores - Vitamino Color,3.9,4.5,4.7,4.7,13463-67-7,Titanium dioxide
6939,l'oreal professionnel,,,,4.0,Gum - Tecni-art A Head,3.6,,3.9,3.9,13463-67-7,Titanium dioxide
7486,l'oreal professionnel,4.0,4.2,4.2,4.4,Shampoo Color Fixer - Vitamino Color,3.7,4.2,4.6,4.5,13463-67-7,Titanium dioxide
7487,l'oreal professionnel,3.5,4.1,,4.2,Color fixative care - Vitamino Color,3.4,,4.4,4.3,13463-67-7,Titanium dioxide
7488,l'oreal professionnel,4.1,4.5,,4.3,Mask Color Gelee Fixer - Vitamino Color,3.7,,4.6,4.6,13463-67-7,Titanium dioxide
7489,l'oreal professionnel,4.0,4.3,,4.6,Milk Protector Eclat Hair Colores - Vitamino Color,3.8,,4.8,4.6,13463-67-7,Titanium dioxide
7742,l'oreal professionnel,4.0,4.1,3.7,4.2,Repairing Shampoo for Light Blonde Hair - Shine Blonde,3.6,3.8,4.0,4.2,13463-67-7,Titanium dioxide
7835,l'oreal professionnel,,,,4.3,Down Cream - Curl Memory Tecni.art,3.2,,3.5,4.2,13463-67-7,Titanium dioxide
8052,l'oreal professionnel,,,,4.1,Extreme Honey - Tec Play.Ball,2.9,,3.6,3.5,13463-67-7,Titanium dioxide
8053,l'oreal professionnel,,,,4.6,Density Material - Tec Play.Ball,3.3,,4.5,4.1,13463-67-7,Titanium dioxide
8614,l'oreal professionnel,,,,4.7,Deviation Paste - Tec Play.Ball,3.4,,4.3,4.3,13463-67-7,Titanium dioxide
8699,l'oreal professionnel,,,,4.6,Full Volume Extra - Volume Curl Tecni.art,3.4,,3.8,4.1,13463-67-7,Titanium dioxide
9199,l'oreal professionnel,4.1,4.4,3.7,4.2,Silver Shampoo,3.7,3.9,3.6,4.1,13463-67-7,Titanium dioxide
9299,l'oreal professionnel,,,,,Majirouge - Professional,3.6,,,,13463-67-7,Titanium dioxide
9453,l'oreal professionnel,,,,4.3,Volume Lift - Volume Tecni.art,3.9,,4.2,4.3,13463-67-7,Titanium dioxide
9915,l'oreal professionnel,3.3,3.7,4.2,4.2,"Extreme Volume, Density and Softness of Fine Hair - Volume Extreme",3.4,4.1,4.3,4.2,13463-67-7,Titanium dioxide
10276,l'oreal professionnel,3.6,4.2,3.9,4.3,Sensi Balance,3.6,4.0,3.9,4.0,13463-67-7,Titanium dioxide
10838,l'oreal professionnel,,,,4.5,Motion Gelee - Tec Play.Ball,3.5,,4.3,4.3,13463-67-7,Titanium dioxide
11955,l'oreal professionnel,,,,,Symbio coloring,4.0,,,,13463-67-7,Titanium dioxide
12007,l'oreal professionnel,,,,4.1,Volume Architect - Tecni.art,3.9,,4.1,4.1,13463-67-7,Titanium dioxide
12008,l'oreal professionnel,,,,4.1,Aero Volume - Techni.art,2.8,,3.7,3.9,13463-67-7,Titanium dioxide
12010,l'oreal professionnel,,,,4.7,Pearl Whip - Tec Play.Ball,3.3,,4.6,4.6,13463-67-7,Titanium dioxide
12204,l'oreal professionnel,3.8,3.8,4.2,4.2,Toning shampoo Density Omega 6 - Age Densiforce,3.6,4.1,4.0,4.3,13463-67-7,Titanium dioxide
12562,l'oreal professionnel,3.8,3.9,,4.3,Spray Protector - Sublime SOlar,3.4,,4.3,4.1,13463-67-7,Titanium dioxide
13218,l'oreal professionnel,,,,,Majicontrast,4.6,,,,13463-67-7,Titanium dioxide
606,lancaster,,,,5.0,Spray Oil Solar 4 SFP,4.0,,5.0,5.0,13463-67-7,Titanium dioxide
943,lancaster,,,,4.8,Sun Gel SPF 30 Non Greasy Waterfproof,4.0,,4.4,4.6,13463-67-7,Titanium dioxide
1578,lancaster,,,,4.2,Tanning Accelerator Velvet Creme SPF 15,3.5,,4.2,4.5,13463-67-7,Titanium dioxide
2809,lancaster,,,,4.4,Softening Cleansing Foam,2.4,,4.0,4.4,13463-67-7,Titanium dioxide
3835,lancaster,,,,3.3,Cleansing Eyes,3.4,,,3.6,13463-67-7,Titanium dioxide
4279,lancaster,,,,4.1,Gentle Cleansing Milk - Aquamilk,4.3,,5.0,4.7,13463-67-7,Titanium dioxide
5119,lancaster,,,,4.5,All in One Express Cleanser - Cleansing Block,3.8,,4.8,4.0,13463-67-7,Titanium dioxide
5235,lancaster,,,,5.0,Glamour Eyes Palette,3.0,,,5.0,13463-67-7,Titanium dioxide
6472,lancaster,3.4,3.4,,4.3,365 Cellular Elixir Skin Delicates,2.8,,3.6,4.4,13463-67-7,Titanium dioxide
6587,lancaster,,,,4.4,Sun Spray SPF 15 Non-Fat,4.4,,4.8,5.0,13463-67-7,Titanium dioxide
7033,lancaster,,,,4.0,Anti-Aging Sun Care - Sun Care,4.4,,4.6,4.6,13463-67-7,Titanium dioxide
7957,lancaster,,,,4.3,Activator Tanning After Sun,,,4.2,4.6,13463-67-7,Titanium dioxide
8092,lancaster,,,,4.3,Flash Smoothing Scrub,3.5,,4.5,4.6,13463-67-7,Titanium dioxide
8093,lancaster,,,,4.0,Flash Purity Mask,3.6,,4.1,4.3,13463-67-7,Titanium dioxide
9974,lancaster,3.0,3.0,,3.0,High Serum Concentration - Overactive Non Stop Lifting,2.0,,3.0,3.0,13463-67-7,Titanium dioxide
11035,lancaster,,,,5.0,Carrousel Compact Powder - Infinite Bronze Sunlight Makeup,4.0,,,4.8,13463-67-7,Titanium dioxide
11442,lancaster,,,,4.9,Sun Powder Duo Mat / Irise SPF 8 - Infinite Bronze,3.8,,,4.9,13463-67-7,Titanium dioxide
11443,lancaster,,,,5.0,Vernis Nail brush - Infinite Bronze,4.0,,,4.7,13463-67-7,Titanium dioxide
11444,lancaster,3.4,4.2,,4.6,Lip Balm SPF20 - Infinite Bronze,2.4,,4.4,2.8,13463-67-7,Titanium dioxide
11445,lancaster,,,,,Waterproof Mascara - Infinite Bronze,2.5,,,,13463-67-7,Titanium dioxide
